"tenkm","cbc_code","index90","index10","diff","easting","northing"
"NR79","J.",0,0.495049505,0.495049505,175000,695000
"NR86","J.",0.2227722772,0,-0.222772277,185000,665000
"NR88","J.",0,0.1150990099,0.1150990099,185000,685000
"NR89","J.",0,0.1757425743,0.1757425743,185000,695000
"NR94","J.",0.1584158416,0,-0.158415842,195000,645000
"NR96","J.",0,0.1064356436,0.1064356436,195000,665000
"NR97","J.",0,0.1274752475,0.1274752475,195000,675000
"NR98","J.",0.504950495,0.3935643564,-0.111386139,195000,685000
"NR99","J.",0.1398514851,0.1225247525,-0.017326733,195000,695000
"NS05","J.",0,0.0933521924,0.0933521924,205000,655000
"NS07","J.",0,0.0853960396,0.0853960396,205000,675000
"NS08","J.",0,0.1163366337,0.1163366337,205000,685000
"NS09","J.",0.370049505,0,-0.370049505,205000,695000
"NS17","J.",0,0.603960396,0.603960396,215000,675000
"NS18","J.",0.2400990099,0.2846534653,0.0445544554,215000,685000
"NS19","J.",0,0.198019802,0.198019802,215000,695000
"NS20","J.",0.1423267327,0.1051980198,-0.037128713,225000,605000
"NS21","J.",0,0.1089108911,0.1089108911,225000,615000
"NS28","J.",0.0866336634,0.1150990099,0.0284653465,225000,685000
"NS29","J.",0.1757425743,0.1435643564,-0.032178218,225000,695000
"NS30","J.",0,0.2363861386,0.2363861386,235000,605000
"NS32","J.",0.2809405941,0,-0.280940594,235000,625000
"NS34","J.",0.103960396,0.1955445545,0.0915841584,235000,645000
"NS35","J.",0,0.0915841584,0.0915841584,235000,655000
"NS37","J.",0,0.0507425743,0.0507425743,235000,675000
"NS38","J.",0.323019802,0.2116336634,-0.111386139,235000,685000
"NS39","J.",0.3712871287,0.202970297,-0.168316832,235000,695000
"NS41","J.",0.0631188119,0,-0.063118812,245000,615000
"NS42","J.",0.0940594059,0,-0.094059406,245000,625000
"NS45","J.",0,0.1621287129,0.1621287129,245000,655000
"NS47","J.",0,0.0742574257,0.0742574257,245000,675000
"NS48","J.",0.0965346535,0.176980198,0.0804455446,245000,685000
"NS49","J.",0.3774752475,0.172029703,-0.205445545,245000,695000
"NS52","J.",0,0.2797029703,0.2797029703,255000,625000
"NS54","J.",0,0.176980198,0.176980198,255000,645000
"NS57","J.",0,0.0853960396,0.0853960396,255000,675000
"NS58","J.",0.2574257426,0.125,-0.132425743,255000,685000
"NS59","J.",0,0.3997524752,0.3997524752,255000,695000
"NS62","J.",0,0.1930693069,0.1930693069,265000,625000
"NS68","J.",0,0.0952970297,0.0952970297,265000,685000
"NS69","J.",0.1175742574,0.198019802,0.0804455446,265000,695000
"NS70","J.",0,0.1423267327,0.1423267327,275000,605000
"NS71","J.",0,0.0891089109,0.0891089109,275000,615000
"NS77","J.",0,0.0767326733,0.0767326733,275000,675000
"NS78","J.",0.125,0.073019802,-0.051980198,275000,685000
"NS79","J.",0.0767326733,0.2636138614,0.1868811881,275000,695000
"NS80","J.",0,0.4554455446,0.4554455446,285000,605000
"NS84","J.",0,0.0816831683,0.0816831683,285000,645000
"NS86","J.",0,0.0891089109,0.0891089109,285000,665000
"NS87","J.",0,0.047029703,0.047029703,285000,675000
"NS88","J.",0,0.2561881188,0.2561881188,285000,685000
"NS89","J.",0,0.2153465347,0.2153465347,285000,695000
"NS95","J.",0,0.0618811881,0.0618811881,295000,655000
"NS97","J.",0.073019802,0.1571782178,0.0841584158,295000,675000
"NS99","J.",0,0.1757425743,0.1757425743,295000,695000
"NT00","J.",0.2809405941,0.1076732673,-0.173267327,305000,605000
"NT01","J.",0,0.0965346535,0.0965346535,305000,615000
"NT05","J.",0,0.0915841584,0.0915841584,305000,655000
"NT06","J.",0,0.120049505,0.120049505,305000,665000
"NT07","J.",0,0.0383663366,0.0383663366,305000,675000
"NT08","J.",0,0.0544554455,0.0544554455,305000,685000
"NT09","J.",0,0.1274752475,0.1274752475,305000,695000
"NT10","J.",0,0.0915841584,0.0915841584,315000,605000
"NT13","J.",0,0.0445544554,0.0445544554,315000,635000
"NT14","J.",0,0.0420792079,0.0420792079,315000,645000
"NT16","J.",0,0.0792079208,0.0792079208,315000,665000
"NT18","J.",0.0816831683,0,-0.081683168,315000,685000
"NT19","J.",0,0.0408415842,0.0408415842,315000,695000
"NT20","J.",0,0.077970297,0.077970297,325000,605000
"NT22","J.",0,0.0507425743,0.0507425743,325000,625000
"NT23","J.",0,0.0433168317,0.0433168317,325000,635000
"NT24","J.",0,0.1163366337,0.1163366337,325000,645000
"NT25","J.",0,0.0693069307,0.0693069307,325000,655000
"NT26","J.",0.0680693069,0,-0.068069307,325000,665000
"NT27","J.",0,0.0346534653,0.0346534653,325000,675000
"NT29","J.",0.0482673267,0,-0.048267327,325000,695000
"NT30","J.",0,0.0507425743,0.0507425743,335000,605000
"NT31","J.",0.1361386139,0,-0.136138614,335000,615000
"NT33","J.",0.0742574257,0.1361386139,0.0618811881,335000,635000
"NT34","J.",0,0.120049505,0.120049505,335000,645000
"NT36","J.",0,0.1287128713,0.1287128713,335000,665000
"NT39","J.",0.1230551627,0,-0.123055163,335000,695000
"NT40","J.",0,0.0544554455,0.0544554455,345000,605000
"NT41","J.",0,0.0532178218,0.0532178218,345000,615000
"NT42","J.",0.0358910891,0.2400990099,0.2042079208,345000,625000
"NT43","J.",0.1423267327,0.1905940594,0.0482673267,345000,635000
"NT45","J.",0,0.0371287129,0.0371287129,345000,655000
"NT46","J.",0,0.2896039604,0.2896039604,345000,665000
"NT47","J.",0,0.120049505,0.120049505,345000,675000
"NT51","J.",0,0.0507425743,0.0507425743,355000,615000
"NT52","J.",0,0.172029703,0.172029703,355000,625000
"NT53","J.",0,0.0408415842,0.0408415842,355000,635000
"NT54","J.",0,0.0556930693,0.0556930693,355000,645000
"NT56","J.",0,0.1608910891,0.1608910891,355000,665000
"NT57","J.",0,0.2896039604,0.2896039604,355000,675000
"NT60","J.",0.1868811881,0.0655940594,-0.121287129,365000,605000
"NT61","J.",0,0.1064356436,0.1064356436,365000,615000
"NT62","J.",0.198019802,0.0606435644,-0.137376238,365000,625000
"NT63","J.",0,0.172029703,0.172029703,365000,635000
"NT64","J.",0,0.1806930693,0.1806930693,365000,645000
"NT65","J.",0,0.1101485149,0.1101485149,365000,655000
"NT67","J.",0,0.2413366337,0.2413366337,365000,675000
"NT70","J.",0,0.047029703,0.047029703,375000,605000
"NT71","J.",0,0.0457920792,0.0457920792,375000,615000
"NT72","J.",0,0.1683168317,0.1683168317,375000,625000
"NT73","J.",0,0.2772277228,0.2772277228,375000,635000
"NT74","J.",0,0.0742574257,0.0742574257,375000,645000
"NT75","J.",0.099009901,0.1621287129,0.0631188119,375000,655000
"NT76","J.",0,0.120049505,0.120049505,375000,665000
"NT82","J.",0,0.0396039604,0.0396039604,385000,625000
"NT83","J.",0,0.0866336634,0.0866336634,385000,635000
"NT84","J.",0.0891089109,0.2252475248,0.1361386139,385000,645000
"NT86","J.",0,0.1658415842,0.1658415842,385000,665000
"NT90","J.",0.1262376238,0.0631188119,-0.063118812,395000,605000
"NT92","J.",0,0.0309405941,0.0309405941,395000,625000
"NT93","J.",0,0.1757425743,0.1757425743,395000,635000
"NT94","J.",0.254950495,0,-0.254950495,395000,645000
"NT95","J.",0,0.0433168317,0.0433168317,395000,655000
"NT96","J.",0,0.150990099,0.150990099,395000,665000
"NU00","J.",0.1163366337,0.3972772277,0.2809405941,405000,605000
"NU01","J.",0.2660891089,0.1349009901,-0.131188119,405000,615000
"NU02","J.",0.0643564356,0.2413366337,0.176980198,405000,625000
"NU03","J.",0.0841584158,0.1361386139,0.051980198,405000,635000
"NU10","J.",0.1732673267,0.3762376238,0.202970297,415000,605000
"NU11","J.",0.1126237624,0.2388613861,0.1262376238,415000,615000
"NU12","J.",0.0445544554,0.0816831683,0.0371287129,415000,625000
"NU20","J.",0,0.0903465347,0.0903465347,425000,605000
"NW96","J.",0,0.0977722772,0.0977722772,195000,565000
"NX15","J.",0,0.0853960396,0.0853960396,215000,555000
"NX16","J.",0.1448019802,0.2227722772,0.077970297,215000,565000
"NX27","J.",0,0.0940594059,0.0940594059,225000,575000
"NX28","J.",0,0.1287128713,0.1287128713,225000,585000
"NX29","J.",0.2623762376,0,-0.262376238,225000,595000
"NX35","J.",0.1089108911,0.2388613861,0.129950495,235000,555000
"NX36","J.",0.1076732673,0,-0.107673267,235000,565000
"NX37","J.",0.2512376238,0.2957920792,0.0445544554,235000,575000
"NX39","J.",0.1064356436,0,-0.106435644,235000,595000
"NX43","J.",0.125,0.120049505,-0.004950495,245000,535000
"NX46","J.",0.2660891089,0.2834158416,0.0173267327,245000,565000
"NX47","J.",0.2042079208,0.3304455446,0.1262376238,245000,575000
"NX55","J.",0.1175742574,0.3378712871,0.2202970297,255000,555000
"NX56","J.",0.2611386139,0,-0.261138614,255000,565000
"NX57","J.",0.1089108911,0,-0.108910891,255000,575000
"NX58","J.",0.2586633663,0.3341584158,0.0754950495,255000,585000
"NX64","J.",0,0.0829207921,0.0829207921,265000,545000
"NX65","J.",0,0.1188118812,0.1188118812,265000,555000
"NX66","J.",0,0.6311881188,0.6311881188,265000,565000
"NX67","J.",0.2252475248,0.3626237624,0.1373762376,265000,575000
"NX68","J.",0.2091584158,0.1311881188,-0.077970297,265000,585000
"NX69","J.",0.0693069307,0.3069306931,0.2376237624,265000,595000
"NX74","J.",0,0.0866336634,0.0866336634,275000,545000
"NX75","J.",0,0.2190594059,0.2190594059,275000,555000
"NX76","J.",0.2475247525,0,-0.148514851,275000,565000
"NX77","J.",0,0.3032178218,0.3032178218,275000,575000
"NX79","J.",0,0.4096534653,0.4096534653,275000,595000
"NX85","J.",0.1163366337,0.7920792079,0.6757425743,285000,555000
"NX86","J.",0,0.6225247525,0.6225247525,285000,565000
"NX87","J.",0.1188118812,0.323019802,0.2042079208,285000,575000
"NX88","J.",0,0.224009901,0.224009901,285000,585000
"NX89","J.",0.0631188119,0.375,0.3118811881,285000,595000
"NX96","J.",0,0.1893564356,0.1893564356,295000,565000
"NX98","J.",0.1905940594,0.547029703,0.3564356436,295000,585000
"NX99","J.",0.1237623762,0.3650990099,0.2413366337,295000,595000
"NY00","J.",0.1522277228,0.3948019802,0.2425742574,305000,505000
"NY01","J.",0.1658415842,0.2462871287,0.0804455446,305000,515000
"NY02","J.",0.0420792079,0.1188118812,0.0767326733,305000,525000
"NY03","J.",0.1621287129,0.0358910891,-0.126237624,305000,535000
"NY06","J.",0.1150990099,0.103960396,-0.011138614,305000,565000
"NY08","J.",0,0.077970297,0.077970297,305000,585000
"NY09","J.",0.224009901,0.5977722772,0.3737623762,305000,595000
"NY10","J.",0.1361386139,0.2599009901,0.1237623762,315000,505000
"NY11","J.",0,0.0767326733,0.0767326733,315000,515000
"NY12","J.",0.0952970297,0.1076732673,0.0123762376,315000,525000
"NY13","J.",0.0841584158,0.2202970297,0.1361386139,315000,535000
"NY14","J.",0,0.0383663366,0.0383663366,315000,545000
"NY16","J.",0.1150990099,0.1868811881,0.0717821782,315000,565000
"NY17","J.",0.400990099,0.3069306931,-0.094059406,315000,575000
"NY18","J.",0.1262376238,0.0668316832,-0.059405941,315000,585000
"NY19","J.",0.0742574257,0.198019802,0.1237623762,315000,595000
"NY20","J.",0,0.0346534653,0.0346534653,325000,505000
"NY21","J.",0.3428217822,0.0495049505,-0.293316832,325000,515000
"NY22","J.",0.2351485149,0.2326732673,-0.002475248,325000,525000
"NY23","J.",0.150990099,0.1188118812,-0.032178218,325000,535000
"NY24","J.",0.0928217822,0.1262376238,0.0334158416,325000,545000
"NY25","J.",0.1113861386,0.0792079208,-0.032178218,325000,555000
"NY27","J.",0.1386138614,0.3712871287,0.2326732673,325000,575000
"NY28","J.",0.176980198,0,-0.176980198,325000,585000
"NY29","J.",0.2660891089,0.1051980198,-0.160891089,325000,595000
"NY30","J.",0.2512376238,0.4554455446,0.2042079208,335000,505000
"NY31","J.",0.1670792079,0.0977722772,-0.069306931,335000,515000
"NY32","J.",0.0433168317,0.2103960396,0.1670792079,335000,525000
"NY33","J.",0.0829207921,0.1324257426,0.0495049505,335000,535000
"NY34","J.",0.0371287129,0.2784653465,0.2413366337,335000,545000
"NY35","J.",0.1175742574,0,-0.117574257,335000,555000
"NY36","J.",0.2945544554,0.1113861386,-0.183168317,335000,565000
"NY37","J.",0.0643564356,0.2301980198,0.1658415842,335000,575000
"NY38","J.",0.3477722772,0.0792079208,-0.268564356,335000,585000
"NY39","J.",0.0594059406,0,-0.059405941,335000,595000
"NY40","J.",0,0.0457920792,0.0457920792,345000,505000
"NY42","J.",0.0309405941,0.0952970297,0.0643564356,345000,525000
"NY43","J.",0.0705445545,0.1707920792,0.1002475248,345000,535000
"NY44","J.",0.1225247525,0.0891089109,-0.033415842,345000,545000
"NY45","J.",0.1324257426,0.176980198,0.0445544554,345000,555000
"NY46","J.",0.1732673267,0.1324257426,-0.040841584,345000,565000
"NY47","J.",0.4319306931,0.2178217822,-0.214108911,345000,575000
"NY48","J.",0.3341584158,0.2351485149,-0.099009901,345000,585000
"NY50","J.",0,0.1027227723,0.1027227723,355000,505000
"NY51","J.",0,0.1051980198,0.1051980198,355000,515000
"NY52","J.",0.0903465347,0.1905940594,0.1002475248,355000,525000
"NY53","J.",0.0358910891,0.3155940594,0.2797029703,355000,535000
"NY54","J.",0.4418316832,0.1596534653,-0.282178218,355000,545000
"NY55","J.",0.1683168317,0.323019802,0.1547029703,355000,555000
"NY56","J.",0.2920792079,0.3564356436,0.0643564356,355000,565000
"NY57","J.",0.1992574257,0.2215346535,0.0222772277,355000,575000
"NY58","J.",0.1534653465,0.2871287129,0.1336633663,355000,585000
"NY59","J.",0.4331683168,0,-0.433168317,355000,595000
"NY60","J.",0,0.0457920792,0.0457920792,365000,505000
"NY61","J.",0,0.047029703,0.047029703,365000,515000
"NY62","J.",0.0371287129,0.0482673267,0.0111386139,365000,525000
"NY63","J.",0.0358910891,0.0532178218,0.0173267327,365000,535000
"NY65","J.",0.0371287129,0.1163366337,0.0792079208,365000,555000
"NY66","J.",0.1324257426,0.0334158416,-0.099009901,365000,565000
"NY67","J.",0,0.1349009901,0.1349009901,365000,575000
"NY68","J.",0.0371287129,0.0507425743,0.0136138614,365000,585000
"NY69","J.",0.0655940594,0.1398514851,0.0742574257,365000,595000
"NY71","J.",0.0532178218,0.1435643564,0.0903465347,375000,515000
"NY72","J.",0,0.0408415842,0.0408415842,375000,525000
"NY75","J.",0,0.0420792079,0.0420792079,375000,555000
"NY76","J.",0.0433168317,0.0297029703,-0.013613861,375000,565000
"NY78","J.",0.0371287129,0.1782178218,0.1410891089,375000,585000
"NY79","J.",0,0.1212871287,0.1212871287,375000,595000
"NY85","J.",0,0.077970297,0.077970297,385000,555000
"NY86","J.",0.1732673267,0.3094059406,0.1361386139,385000,565000
"NY87","J.",0.2945544554,0.1237623762,-0.170792079,385000,575000
"NY88","J.",0.2376237624,0.1027227723,-0.13490099,385000,585000
"NY93","J.",0.0532178218,0,-0.053217822,395000,535000
"NY95","J.",0.2660891089,0.3242574257,0.0581683168,395000,555000
"NY96","J.",0.2301980198,0.3391089109,0.1089108911,395000,565000
"NY97","J.",0.1163366337,0.1732673267,0.0569306931,395000,575000
"NY98","J.",0.0433168317,0.1324257426,0.0891089109,395000,585000
"NY99","J.",0,0.0754950495,0.0754950495,395000,595000
"NZ00","J.",0.2512376238,0.150990099,-0.100247525,405000,505000
"NZ01","J.",0.1831683168,0,-0.183168317,405000,515000
"NZ02","J.",0.4913366337,0.375,-0.116336634,405000,525000
"NZ03","J.",0.1423267327,0.0977722772,-0.044554455,405000,535000
"NZ04","J.",0.120049505,0.1485148515,0.0284653465,405000,545000
"NZ05","J.",0.0891089109,0.353960396,0.2648514851,405000,555000
"NZ06","J.",0,0.2190594059,0.2190594059,405000,565000
"NZ07","J.",0.0841584158,0.0408415842,-0.043316832,405000,575000
"NZ08","J.",0.1126237624,0.1398514851,0.0272277228,405000,585000
"NZ09","J.",0.1287128713,0.1608910891,0.0321782178,405000,595000
"NZ10","J.",0.0594059406,0.327970297,0.2685643564,415000,505000
"NZ11","J.",0,0.0928217822,0.0928217822,415000,515000
"NZ12","J.",0,0.0371287129,0.0371287129,415000,525000
"NZ13","J.",0.2116336634,0.2636138614,0.051980198,415000,535000
"NZ14","J.",0.2648514851,0.1757425743,-0.089108911,415000,545000
"NZ15","J.",0.3428217822,0.4455445545,0.1027227723,415000,555000
"NZ16","J.",0,0.2475247525,0.2475247525,415000,565000
"NZ17","J.",0.0420792079,0.2599009901,0.2178217822,415000,575000
"NZ18","J.",0,0.3056930693,0.3056930693,415000,585000
"NZ19","J.",0.0631188119,0.1398514851,0.0767326733,415000,595000
"NZ20","J.",0.0977722772,0.1423267327,0.0445544554,425000,505000
"NZ21","J.",0,0.0965346535,0.0965346535,425000,515000
"NZ22","J.",0.1163366337,0.1707920792,0.0544554455,425000,525000
"NZ23","J.",0.1002475248,0.2735148515,0.1732673267,425000,535000
"NZ24","J.",0.2079207921,0.3551980198,0.1472772277,425000,545000
"NZ25","J.",0.0495049505,0.1571782178,0.1076732673,425000,555000
"NZ26","J.",0.1002475248,0.0507425743,-0.04950495,425000,565000
"NZ27","J.",0.1349009901,0.0977722772,-0.037128713,425000,575000
"NZ28","J.",0.0792079208,0.198019802,0.1188118812,425000,585000
"NZ29","J.",0.1287128713,0.0358910891,-0.092821782,425000,595000
"NZ30","J.",0.1992574257,0.1732673267,-0.025990099,435000,505000
"NZ32","J.",0.1287128713,0,-0.128712871,435000,525000
"NZ33","J.",0.0643564356,0.125,0.0606435644,435000,535000
"NZ34","J.",0,0.5037128713,0.5037128713,435000,545000
"NZ35","J.",0,0.1608910891,0.1608910891,435000,555000
"NZ40","J.",0.2957920792,0.1175742574,-0.178217822,445000,505000
"NZ41","J.",0.0594059406,0.2475247525,0.1881188119,445000,515000
"NZ42","J.",0.0594059406,0.2202970297,0.1608910891,445000,525000
"NZ43","J.",0.1472772277,0,-0.147277228,445000,535000
"NZ44","J.",0.2858910891,0.2363861386,-0.04950495,445000,545000
"NZ50","J.",0.120049505,0.25,0.129950495,455000,505000
"NZ51","J.",0.1745049505,0.3613861386,0.1868811881,455000,515000
"NZ60","J.",0,0.0594059406,0.0594059406,465000,505000
"NZ61","J.",0.1175742574,0.2475247525,0.129950495,465000,515000
"NZ62","J.",0.1423267327,0.1274752475,-0.014851485,465000,525000
"NZ71","J.",0.1237623762,0.1794554455,0.0556930693,475000,515000
"NZ80","J.",0.099009901,0,-0.099009901,485000,505000
"NZ81","J.",0.1076732673,0.2042079208,0.0965346535,485000,515000
"SC26","J.",0,0.1126237624,0.1126237624,225000,465000
"SD09","J.",0.1212871287,0.1163366337,-0.004950495,305000,495000
"SD17","J.",0.129950495,0,-0.129950495,315000,475000
"SD18","J.",0.172029703,0.1373762376,-0.034653465,315000,485000
"SD19","J.",0.1646039604,0.1002475248,-0.064356436,315000,495000
"SD20","J.",0,0.1349009901,0.1349009901,325000,405000
"SD21","J.",1,0,-1,325000,415000
"SD27","J.",0.146039604,0.1596534653,0.0136138614,325000,475000
"SD28","J.",0.1150990099,0.297029703,0.1819306931,325000,485000
"SD29","J.",0.4344059406,0.6113861386,0.176980198,325000,495000
"SD30","J.",1,0.1621287129,-0.837871287,335000,405000
"SD31","J.",0.6435643564,0.2784653465,-0.36509901,335000,415000
"SD32","J.",0.2326732673,0.0581683168,-0.17450495,335000,425000
"SD33","J.",0,0.0420792079,0.0420792079,335000,435000
"SD34","J.",0,0.0767326733,0.0767326733,335000,445000
"SD37","J.",0.2995049505,0.379950495,0.0804455446,335000,475000
"SD38","J.",0.6002475248,0.426980198,-0.173267327,335000,485000
"SD39","J.",0.4170792079,0.3638613861,-0.053217822,335000,495000
"SD40","J.",0.1237623762,0.3168316832,0.1930693069,345000,405000
"SD41","J.",0,0.2537128713,0.2537128713,345000,415000
"SD42","J.",0,0.1621287129,0.1621287129,345000,425000
"SD43","J.",0,0.1918316832,0.1918316832,345000,435000
"SD44","J.",0,0.2735148515,0.2735148515,345000,445000
"SD45","J.",0.0680693069,0.0631188119,-0.004950495,345000,455000
"SD46","J.",0,0.1930693069,0.1930693069,345000,465000
"SD47","J.",0.448019802,0.4071782178,-0.040841584,345000,475000
"SD48","J.",0.3353960396,0.4245049505,0.0891089109,345000,485000
"SD49","J.",0.2797029703,0.4257425743,0.146039604,345000,495000
"SD50","J.",0.3601485149,0.5792079208,0.2190594059,355000,405000
"SD51","J.",1,0.4591584158,-0.540841584,355000,415000
"SD52","J.",0.2190594059,0.4752475248,0.2561881188,355000,425000
"SD53","J.",0.2252475248,0.1893564356,-0.035891089,355000,435000
"SD54","J.",0.0569306931,0.1262376238,0.0693069307,355000,445000
"SD55","J.",0.1683168317,0.1002475248,-0.068069307,355000,455000
"SD56","J.",0.0334158416,0.2277227723,0.1943069307,355000,465000
"SD57","J.",0,0.3267326733,0.3267326733,355000,475000
"SD58","J.",0.1138613861,0.0457920792,-0.068069307,355000,485000
"SD59","J.",0.0396039604,0.047029703,0.0074257426,355000,495000
"SD60","J.",0,0.4801980198,0.4801980198,365000,405000
"SD61","J.",0.370049505,0.2425742574,-0.127475248,365000,415000
"SD62","J.",0.3725247525,0.4158415842,0.0433168317,365000,425000
"SD63","J.",0.1175742574,0.2957920792,0.1782178218,365000,435000
"SD64","J.",0.172029703,0.198019802,0.025990099,365000,445000
"SD66","J.",0,0.2066831683,0.2066831683,365000,465000
"SD68","J.",0.0408415842,0.1893564356,0.1485148515,365000,485000
"SD69","J.",0.0878712871,0.1435643564,0.0556930693,365000,495000
"SD70","J.",0.1274752475,0.4888613861,0.3613861386,375000,405000
"SD71","J.",0.3415841584,0.5705445545,0.228960396,375000,415000
"SD72","J.",0.2103960396,0.2351485149,0.0247524752,375000,425000
"SD73","J.",0.1943069307,0.4900990099,0.2957920792,375000,435000
"SD74","J.",0.1497524752,0.150990099,0.0012376238,375000,445000
"SD75","J.",0,0.0928217822,0.0928217822,375000,455000
"SD76","J.",0,0.0457920792,0.0457920792,375000,465000
"SD78","J.",0,0.0272277228,0.0272277228,375000,485000
"SD79","J.",0,0.047029703,0.047029703,375000,495000
"SD80","J.",0.400990099,0.4826732673,0.0816831683,385000,405000
"SD81","J.",0.3688118812,0.3737623762,0.004950495,385000,415000
"SD82","J.",0.1596534653,0.1448019802,-0.014851485,385000,425000
"SD83","J.",0.1101485149,0.3935643564,0.2834158416,385000,435000
"SD84","J.",0,0.2079207921,0.2079207921,385000,445000
"SD85","J.",0.0482673267,0.0495049505,0.0012376238,385000,455000
"SD90","J.",0.9084158416,0.5433168317,-0.36509901,395000,405000
"SD91","J.",0,0.2995049505,0.2995049505,395000,415000
"SD92","J.",0.2537128713,0.1423267327,-0.111386139,395000,425000
"SD93","J.",0.0816831683,0,-0.081683168,395000,435000
"SD94","J.",0,0.1423267327,0.1423267327,395000,445000
"SD95","J.",0.1188118812,0.0816831683,-0.037128713,395000,455000
"SE00","J.",0.1633663366,0,-0.163366337,405000,405000
"SE01","J.",0.1757425743,0.3774752475,0.2017326733,405000,415000
"SE02","J.",0.3292079208,0.4876237624,0.1584158416,405000,425000
"SE03","J.",0.0396039604,0.2277227723,0.1881188119,405000,435000
"SE04","J.",0,0.3527227723,0.3527227723,405000,445000
"SE05","J.",0.1485148515,0.1943069307,0.0457920792,405000,455000
"SE09","J.",0.0495049505,0.1732673267,0.1237623762,405000,495000
"SE10","J.",0.1287128713,0.4084158416,0.2797029703,415000,405000
"SE11","J.",0.6324257426,0.724009901,0.0915841584,415000,415000
"SE12","J.",0.7363861386,0.275990099,-0.46039604,415000,425000
"SE13","J.",0.1757425743,0.7042079208,0.5284653465,415000,435000
"SE14","J.",0.0717821782,0.2339108911,0.1621287129,415000,445000
"SE15","J.",0.2512376238,0.1571782178,-0.094059406,415000,455000
"SE16","J.",0.0482673267,0.1163366337,0.0680693069,415000,465000
"SE17","J.",0.0977722772,0.1559405941,0.0581683168,415000,475000
"SE18","J.",0.1027227723,0.1819306931,0.0792079208,415000,485000
"SE19","J.",0.3762376238,0.2462871287,-0.129950495,415000,495000
"SE20","J.",0.25,0.1349009901,-0.11509901,425000,405000
"SE21","J.",0.5074257426,0.6163366337,0.1089108911,425000,415000
"SE22","J.",0.0915841584,0.5222772277,0.4306930693,425000,425000
"SE23","J.",0.775990099,0.7190594059,-0.056930693,425000,435000
"SE24","J.",0.4690594059,0.3465346535,-0.122524752,425000,445000
"SE25","J.",0.1794554455,0.3403465347,0.1608910891,425000,455000
"SE26","J.",0.0804455446,0.0816831683,0.0012376238,425000,465000
"SE27","J.",0.3292079208,0.1856435644,-0.143564356,425000,475000
"SE28","J.",0.0767326733,0.1967821782,0.120049505,425000,485000
"SE29","J.",0.1423267327,0.0643564356,-0.077970297,425000,495000
"SE30","J.",0.2982673267,0.3056930693,0.0074257426,435000,405000
"SE31","J.",0.1534653465,0.3514851485,0.198019802,435000,415000
"SE32","J.",0,0.5717821782,0.5717821782,435000,425000
"SE33","J.",0.6707920792,0.3131188119,-0.357673267,435000,435000
"SE34","J.",0.4504950495,0.2797029703,-0.170792079,435000,445000
"SE35","J.",0.2512376238,0.2957920792,0.0445544554,435000,455000
"SE36","J.",0.0606435644,0.1943069307,0.1336633663,435000,465000
"SE38","J.",0.073019802,0,-0.073019802,435000,485000
"SE40","J.",0.3688118812,0.1361386139,-0.232673267,445000,405000
"SE41","J.",0,0.3378712871,0.3378712871,445000,415000
"SE42","J.",0.2475247525,0.2079207921,-0.03960396,445000,425000
"SE43","J.",0.7636138614,0.2017326733,-0.561881188,445000,435000
"SE44","J.",0.3762376238,0.0594059406,-0.316831683,445000,445000
"SE45","J.",0.0655940594,0,0.0123762376,445000,455000
"SE46","J.",0.1287128713,0,-0.128712871,445000,465000
"SE47","J.",0.2351485149,0,-0.235148515,445000,475000
"SE48","J.",0.1547029703,0.2673267327,0.1126237624,445000,485000
"SE49","J.",0.2079207921,0.2772277228,0.0693069307,445000,495000
"SE50","J.",0.2586633663,0.1398514851,-0.118811881,455000,405000
"SE51","J.",0.5668316832,0.2846534653,-0.282178218,455000,415000
"SE52","J.",0.0940594059,0.2834158416,0.1893564356,455000,425000
"SE53","J.",0.4393564356,0.2660891089,-0.173267327,455000,435000
"SE54","J.",0.2301980198,0.0507425743,-0.179455446,455000,445000
"SE55","J.",0.077970297,0,-0.077970297,455000,455000
"SE56","J.",0.2388613861,0.2685643564,0.0297029703,455000,465000
"SE57","J.",0.0792079208,0.146039604,0.0668316832,455000,475000
"SE58","J.",0.2524752475,0.3452970297,0.0928217822,455000,485000
"SE59","J.",0.1782178218,0.0891089109,-0.089108911,455000,495000
"SE60","J.",0.099009901,0.551980198,0.452970297,465000,405000
"SE61","J.",0.353960396,0.4727722772,0.1188118812,465000,415000
"SE62","J.",0.2425742574,0,-0.242574257,465000,425000
"SE63","J.",0.1707920792,0.0829207921,-0.087871287,465000,435000
"SE64","J.",0.2475247525,0.3032178218,0.0556930693,465000,445000
"SE65","J.",0.224009901,0.0581683168,-0.165841584,465000,455000
"SE66","J.",0.0903465347,0.129950495,0.0396039604,465000,465000
"SE67","J.",0.1138613861,0.1311881188,0.0173267327,465000,475000
"SE68","J.",0.3118811881,0.2301980198,-0.081683168,465000,485000
"SE69","J.",0.0680693069,0.327970297,0.2599009901,465000,495000
"SE70","J.",0,0.120049505,0.120049505,475000,405000
"SE71","J.",0,0.1126237624,0.1126237624,475000,415000
"SE72","J.",0.1955445545,0,-0.195544554,475000,425000
"SE73","J.",0.2722772277,0,-0.211633663,475000,435000
"SE74","J.",0.120049505,0.0952970297,-0.024752475,475000,445000
"SE75","J.",0.1373762376,0.047029703,-0.090346535,475000,455000
"SE76","J.",0,0.0606435644,0.0606435644,475000,465000
