"tenkm","cbc_code","index90","index10","diff","easting","northing"
"SO66","J.",0.4653465347,0.5297029703,0.0643564356,365000,265000
"SO67","J.",0.3688118812,0.3551980198,-0.013613861,365000,275000
"SO68","J.",0.1435643564,0.3069306931,0.1633663366,365000,285000
"SO69","J.",0.3675742574,0.2809405941,-0.086633663,365000,295000
"SO70","J.",0.2858910891,0.3613861386,0.0754950495,375000,205000
"SO71","J.",0.2227722772,0.3205445545,0.0977722772,375000,215000
"SO72","J.",0.6955445545,0.4084158416,-0.287128713,375000,225000
"SO73","J.",0.5507425743,0.4294554455,-0.121287129,375000,235000
"SO74","J.",0.4405940594,0.6992574257,0.2586633663,375000,245000
"SO75","J.",0.7735148515,0.5297029703,-0.243811881,375000,255000
"SO76","J.",0.7141089109,0.6274752475,-0.086633663,375000,265000
"SO77","J.",0.823019802,0.6955445545,-0.127475248,375000,275000
"SO78","J.",0.5433168317,0.3948019802,-0.148514851,375000,285000
"SO79","J.",0.3663366337,0.3304455446,-0.035891089,375000,295000
"SO80","J.",0.6806930693,0.7017326733,0.021039604,385000,205000
"SO81","J.",0.6608910891,0.4282178218,-0.232673267,385000,215000
"SO82","J.",0.1101485149,0.2042079208,0.0940594059,385000,225000
"SO83","J.",0.495049505,0.3849009901,-0.110148515,385000,235000
"SO84","J.",0.1683168317,0.146039604,-0.022277228,385000,245000
"SO85","J.",0.754950495,0.2301980198,-0.524752475,385000,255000
"SO86","J.",0.2153465347,0.7066831683,0.4913366337,385000,265000
"SO87","J.",0.4839108911,0.5977722772,0.1138613861,385000,275000
"SO88","J.",1,0.7079207921,-0.292079208,385000,285000
"SO89","J.",0.3254950495,0.4071782178,0.0816831683,385000,295000
"SO90","J.",0.4839108911,0.4962871287,0.0123762376,395000,205000
"SO91","J.",0.5012376238,0.4294554455,-0.071782178,395000,215000
"SO92","J.",0.3762376238,0.2363861386,-0.139851485,395000,225000
"SO93","J.",0.2735148515,0.1621287129,-0.111386139,395000,235000
"SO94","J.",0.1212871287,0.2141089109,0.0928217822,395000,245000
"SO95","J.",0.2141089109,0.1138613861,-0.100247525,395000,255000
"SO96","J.",0.349009901,0.4022277228,0.0532178218,395000,265000
"SO97","J.",0.6893564356,0.2920792079,-0.397277228,395000,275000
"SO98","J.",0.2141089109,0.525990099,0.3118811881,395000,285000
"SO99","J.",0.0754950495,0.1893564356,0.1138613861,395000,295000
"SP00","J.",0.2462871287,0.3155940594,0.0693069307,405000,205000
"SP01","J.",0.2673267327,0.2809405941,0.0136138614,405000,215000
"SP02","J.",0.6608910891,0.3638613861,-0.297029703,405000,225000
"SP03","J.",0,0.1485148515,0.1485148515,405000,235000
"SP04","J.",0.0977722772,0,-0.097772277,405000,245000
"SP05","J.",0.3551980198,0.4665841584,0.1113861386,405000,255000
"SP06","J.",0.4344059406,0.4418316832,0.0074257426,405000,265000
"SP07","J.",0.5891089109,0.3873762376,-0.201732673,405000,275000
"SP08","J.",0.5742574257,0.2636138614,-0.310643564,405000,285000
"SP09","J.",0.7351485149,0.448019802,-0.287128713,405000,295000
"SP10","J.",0.2351485149,0.3106435644,0.0754950495,415000,205000
"SP11","J.",0.0767326733,0.1992574257,0.1225247525,415000,215000
"SP12","J.",0.1943069307,0.3428217822,0.1485148515,415000,225000
"SP13","J.",0.6014851485,0.6113861386,0.0099009901,415000,235000
"SP14","J.",0,0.129950495,0.129950495,415000,245000
"SP15","J.",0.1373762376,0.2178217822,0.0804455446,415000,255000
"SP16","J.",0.504950495,0.349009901,-0.155940594,415000,265000
"SP17","J.",0.6101485149,0.6064356436,-0.003712871,415000,275000
"SP18","J.",0.5680693069,0.6646039604,0.0965346535,415000,285000
"SP19","J.",0.3316831683,0.0965346535,-0.235148515,415000,295000
"SP20","J.",0.1138613861,0.1547029703,0.0408415842,425000,205000
"SP21","J.",0.0618811881,0.2698019802,0.2079207921,425000,215000
"SP22","J.",0.3292079208,0.2784653465,-0.050742574,425000,225000
"SP23","J.",0.1188118812,0.1683168317,0.0495049505,425000,235000
"SP24","J.",0.0705445545,0.2116336634,0.1410891089,425000,245000
"SP25","J.",0.2772277228,0.4863861386,0.2091584158,425000,255000
"SP26","J.",0.5,0.0433168317,-0.456683168,425000,265000
"SP27","J.",0.3378712871,0.3527227723,0.0148514851,425000,275000
"SP28","J.",0.3341584158,0.2673267327,-0.066831683,425000,285000
"SP29","J.",0.6410891089,0.3873762376,-0.253712871,425000,295000
"SP30","J.",0.1014851485,0.1485148515,0.047029703,435000,205000
"SP31","J.",0.353960396,0.3094059406,-0.044554455,435000,215000
"SP32","J.",0.4133663366,0.3007425743,-0.112623762,435000,225000
"SP33","J.",0.4368811881,0.4319306931,-0.004950495,435000,235000
"SP34","J.",0.2784653465,0.1089108911,-0.169554455,435000,245000
"SP35","J.",0.5965346535,0.2599009901,-0.336633663,435000,255000
"SP36","J.",0.2425742574,0.3613861386,0.1188118812,435000,265000
"SP37","J.",0.2821782178,0.2351485149,-0.047029703,435000,275000
"SP38","J.",0.426980198,0.5160891089,0.0891089109,435000,285000
"SP39","J.",0.1287128713,0.0841584158,-0.044554455,435000,295000
"SP40","J.",0.2314356436,0.4851485149,0.2537128713,445000,205000
"SP41","J.",0.5358910891,0.1943069307,-0.341584158,445000,215000
"SP42","J.",0.3502475248,0.2586633663,-0.091584158,445000,225000
"SP43","J.",0.3465346535,0.3205445545,-0.025990099,445000,235000
"SP44","J.",0.3688118812,0.0581683168,-0.310643564,445000,245000
"SP45","J.",0.3329207921,0.2128712871,-0.120049505,445000,255000
"SP46","J.",0.4591584158,0.5012376238,0.0420792079,445000,265000
"SP47","J.",0.1584158416,0.375,0.2165841584,445000,275000
"SP48","J.",0.4047029703,0.1262376238,-0.278465347,445000,285000
"SP49","J.",0.129950495,0.2809405941,0.150990099,445000,295000
"SP50","J.",0.5,0.2995049505,-0.20049505,455000,205000
"SP51","J.",0.2561881188,0.2636138614,0.0074257426,455000,215000
"SP52","J.",0.0717821782,0.3205445545,0.2487623762,455000,225000
"SP53","J.",0.1905940594,0.5061881188,0.3155940594,455000,235000
"SP54","J.",0.3923267327,0.0717821782,-0.320544554,455000,245000
"SP55","J.",0.3836633663,0.3762376238,-0.007425743,455000,255000
"SP56","J.",0.4207920792,0.1212871287,-0.29950495,455000,265000
"SP57","J.",0.1472772277,0,-0.147277228,455000,275000
"SP58","J.",0.3428217822,0.172029703,-0.170792079,455000,285000
"SP59","J.",0.2376237624,0,-0.237623762,455000,295000
"SP60","J.",0.1076732673,0.1967821782,0.0891089109,465000,205000
"SP61","J.",0.620049505,0.3032178218,-0.316831683,465000,215000
"SP62","J.",0.1262376238,0.2982673267,0.172029703,465000,225000
"SP63","J.",0.3787128713,0.5,0.1212871287,465000,235000
"SP64","J.",0.4257425743,0.3415841584,-0.084158416,465000,245000
"SP65","J.",0.5383663366,0.047029703,-0.491336634,465000,255000
"SP66","J.",0,0.0705445545,0.0705445545,465000,265000
"SP67","J.",0.125,0.2561881188,0.1311881188,465000,275000
"SP68","J.",0,0.0482673267,0.0482673267,465000,285000
"SP69","J.",0.0940594059,0.0383663366,-0.055693069,465000,295000
"SP70","J.",0.0767326733,0.2908415842,0.2141089109,475000,205000
"SP71","J.",0,0.1188118812,0.1188118812,475000,215000
"SP72","J.",0,0.2141089109,0.2141089109,475000,225000
"SP73","J.",0.3663366337,0.3205445545,-0.045792079,475000,235000
"SP74","J.",0.3910891089,0.1596534653,-0.231435644,475000,245000
"SP75","J.",0.1893564356,0.2574257426,0.0680693069,475000,255000
"SP76","J.",0.1757425743,0.146039604,-0.02970297,475000,265000
"SP77","J.",0.202970297,0.1584158416,-0.044554455,475000,275000
"SP78","J.",0,0.0792079208,0.0792079208,475000,285000
"SP79","J.",0.077970297,0,-0.077970297,475000,295000
"SP80","J.",0.1113861386,0.5829207921,0.4715346535,485000,205000
"SP81","J.",0.1138613861,0.129950495,0.0160891089,485000,215000
"SP82","J.",0.1448019802,0.2128712871,0.0680693069,485000,225000
"SP83","J.",0.4764851485,0.5099009901,0.0334158416,485000,235000
"SP84","J.",0.0853960396,0.2128712871,0.1274752475,485000,245000
"SP85","J.",0.379950495,0.4306930693,0.0507425743,485000,255000
"SP86","J.",0.2648514851,0.2698019802,0.004950495,485000,265000
"SP87","J.",0.1448019802,0.1745049505,0.0297029703,485000,275000
"SP88","J.",0,0.2314356436,0.2314356436,485000,285000
"SP90","J.",0.4331683168,0.5297029703,0.0965346535,495000,205000
"SP91","J.",0.7252475248,0.4839108911,-0.241336634,495000,215000
"SP92","J.",0.0222772277,0.3972772277,0.375,495000,225000
"SP93","J.",0.6423267327,0.3613861386,-0.280940594,495000,235000
"SP94","J.",0.1237623762,0.1547029703,0.0309405941,495000,245000
"SP95","J.",0.2165841584,0.2153465347,-0.001237624,495000,255000
"SP96","J.",0,0.0668316832,0.0668316832,495000,265000
"SP97","J.",0.0420792079,0,-0.042079208,495000,275000
"SP98","J.",0.5074257426,0.1497524752,-0.357673267,495000,285000
"SP99","J.",0.754950495,0.3155940594,-0.439356436,495000,295000
"SR99","J.",0,0.75,0.75,195000,195000
"SS09","J.",0,0.5685997171,0.5685997171,205000,195000
"SS19","J.",0.301980198,0.301980198,0,215000,195000
"SS20","J.",0.1831683168,0.2537128713,0.0705445545,225000,105000
"SS21","J.",0.1349009901,0.2945544554,0.1596534653,225000,115000
"SS22","J.",0.1064356436,0.4158415842,0.3094059406,225000,125000
"SS30","J.",0.0792079208,0.5618811881,0.4826732673,235000,105000
"SS31","J.",0.077970297,0.3910891089,0.3131188119,235000,115000
"SS32","J.",0.1027227723,0.3502475248,0.2475247525,235000,125000
"SS40","J.",0.4801980198,0.5099009901,0.0297029703,245000,105000
"SS41","J.",0.4195544554,0.5086633663,0.0891089109,245000,115000
"SS42","J.",0.2264851485,0.1831683168,-0.043316832,245000,125000
"SS43","J.",0.245049505,0.0544554455,-0.190594059,245000,135000
"SS44","J.",0.2561881188,0.1621287129,-0.094059406,245000,145000
"SS48","J.",0.1150990099,0.3094059406,0.1943069307,245000,185000
"SS49","J.",0.1150990099,0.176980198,0.0618811881,245000,195000
"SS50","J.",0.2153465347,0.4319306931,0.2165841584,255000,105000
"SS51","J.",0.5358910891,0.5173267327,-0.018564356,255000,115000
"SS52","J.",0.1881188119,0.1646039604,-0.023514851,255000,125000
"SS53","J.",0.2017326733,0.1992574257,-0.002475248,255000,135000
"SS54","J.",0.3985148515,0.3254950495,-0.073019802,255000,145000
"SS58","J.",0.4504950495,0.6386138614,0.1881188119,255000,185000
"SS59","J.",0.2351485149,0.5618811881,0.3267326733,255000,195000
"SS60","J.",0.4059405941,0.0829207921,-0.323019802,265000,105000
"SS61","J.",0.375,0.3972772277,0.0222772277,265000,115000
"SS62","J.",0.0977722772,0.0569306931,-0.040841584,265000,125000
"SS63","J.",0.2648514851,0.224009901,-0.040841584,265000,135000
"SS68","J.",1,1,0,265000,185000
"SS69","J.",0.1126237624,0.5878712871,0.4752475248,265000,195000
"SS70","J.",0.1955445545,0,-0.195544554,275000,105000
"SS71","J.",0.4888613861,0.5284653465,0.0396039604,275000,115000
"SS72","J.",0.3948019802,0.1683168317,-0.226485149,275000,125000
"SS73","J.",0.1287128713,0.0371287129,-0.091584158,275000,135000
"SS74","J.",0.3007425743,0.224009901,-0.076732673,275000,145000
"SS78","J.",0.1150990099,0.3106435644,0.1955445545,275000,185000
"SS79","J.",0.3589108911,0.6410891089,0.2821782178,275000,195000
"SS80","J.",0.5618811881,0.4938118812,-0.068069307,285000,105000
"SS81","J.",0.2054455446,0.0594059406,-0.146039604,285000,115000
"SS82","J.",0.3403465347,0.0891089109,-0.251237624,285000,125000
"SS83","J.",0.2103960396,0.0717821782,-0.138613861,285000,135000
"SS84","J.",0.2400990099,0.077970297,-0.162128713,285000,145000
"SS87","J.",0.1163366337,0.0767326733,-0.03960396,285000,175000
"SS88","J.",0.7623762376,0.6683168317,-0.094059406,285000,185000
"SS89","J.",0.3094059406,0.8118811881,0.5024752475,285000,195000
"SS90","J.",0.3836633663,0.051980198,-0.331683168,295000,105000
"SS91","J.",0.4455445545,0.0606435644,-0.38490099,295000,115000
"SS92","J.",0.1002475248,0.4133663366,0.3131188119,295000,125000
"SS93","J.",0,0.1522277228,0.1522277228,295000,135000
"SS94","J.",0.4814356436,0.301980198,-0.179455446,295000,145000
"SS96","J.",0.1584158416,0.2732673267,0.1148514851,295000,165000
"SS97","J.",0.2301980198,0.3341584158,0.103960396,295000,175000
"SS98","J.",0.3811881188,0.5495049505,0.1683168317,295000,185000
"SS99","J.",0,0.5433168317,0.5433168317,295000,195000
"ST00","J.",0.0866336634,0.2574257426,0.1707920792,305000,105000
"ST01","J.",0.3440594059,0.0903465347,-0.253712871,305000,115000
"ST02","J.",0.3267326733,0.1881188119,-0.138613861,305000,125000
"ST03","J.",0.3811881188,0.3044554455,-0.076732673,305000,135000
"ST04","J.",0.2896039604,0.1757425743,-0.113861386,305000,145000
"ST06","J.",0.5148514851,0.4257425743,-0.089108911,305000,165000
"ST07","J.",0.4418316832,0.5717821782,0.129950495,305000,175000
"ST08","J.",0.6410891089,0.7066831683,0.0655940594,305000,185000
"ST09","J.",1,0.4245049505,-0.57549505,305000,195000
"ST10","J.",0.4579207921,0.1646039604,-0.293316832,315000,105000
"ST11","J.",0.4542079208,0.4863861386,0.0321782178,315000,115000
"ST12","J.",0.1423267327,0.2277227723,0.0853960396,315000,125000
"ST13","J.",0.297029703,0.4418316832,0.1448019802,315000,135000
"ST14","J.",0.5185643564,0.077970297,-0.440594059,315000,145000
"ST16","J.",0.7508250825,0.1320132013,-0.618811881,315000,165000
"ST17","J.",0.4764851485,0.5754950495,0.099009901,315000,175000
"ST18","J.",0.797029703,0.6559405941,-0.141089109,315000,185000
"ST19","J.",0,0.4331683168,0.4331683168,315000,195000
"ST20","J.",0.7339108911,0.3712871287,-0.362623762,325000,105000
"ST21","J.",0.370049505,0.301980198,-0.068069307,325000,115000
"ST22","J.",0.1274752475,0.1472772277,0.0198019802,325000,125000
"ST23","J.",0.1101485149,0.2487623762,0.1386138614,325000,135000
"ST24","J.",0,0.077970297,0.077970297,325000,145000
"ST27","J.",0,0.1456859972,0.1456859972,325000,175000
"ST28","J.",0.3143564356,0.3774752475,0.0631188119,325000,185000
"ST29","J.",0.7227722772,0.2574257426,-0.465346535,325000,195000
"ST30","J.",0.3972772277,0.2673267327,-0.129950495,335000,105000
"ST31","J.",0.2698019802,0.254950495,-0.014851485,335000,115000
"ST32","J.",0.0594059406,0.224009901,0.1646039604,335000,125000
"ST33","J.",0.1150990099,0,-0.11509901,335000,135000
"ST34","J.",0,0.0408415842,0.0408415842,335000,145000
"ST35","J.",0.0717821782,0.2116336634,0.1398514851,335000,155000
"ST36","J.",0.1633663366,0.2685643564,0.1051980198,335000,165000
"ST38","J.",0,0.4764851485,0.4764851485,335000,185000
"ST39","J.",0.5532178218,0.5061881188,-0.047029703,335000,195000
"ST40","J.",0.125,0.504950495,0.379950495,345000,105000
"ST41","J.",0.2042079208,0.2264851485,0.0222772277,345000,115000
"ST42","J.",0.1175742574,0.1373762376,0.0198019802,345000,125000
"ST43","J.",0.2846534653,0,-0.284653465,345000,135000
"ST44","J.",0.2190594059,0.202970297,-0.016089109,345000,145000
"ST45","J.",0.4975247525,0.228960396,-0.268564356,345000,155000
"ST46","J.",0.1608910891,0.2351485149,0.0742574257,345000,165000
"ST47","J.",0.1992574257,0.3069306931,0.1076732673,345000,175000
"ST48","J.",0.2487623762,0.2797029703,0.0309405941,345000,185000
"ST49","J.",0.6905940594,0.4888613861,-0.201732673,345000,195000
"ST50","J.",0.6831683168,0.3514851485,-0.331683168,355000,105000
"ST51","J.",0.3811881188,0.2871287129,-0.094059406,355000,115000
"ST52","J.",0.2735148515,0.1881188119,-0.08539604,355000,125000
"ST53","J.",0.1163366337,0.1301272984,0.0137906648,355000,135000
"ST54","J.",0.4492574257,0.2883663366,-0.160891089,355000,145000
"ST55","J.",0.1497524752,0.4207920792,0.271039604,355000,155000
"ST56","J.",0.3292079208,0.400990099,0.0717821782,355000,165000
"ST57","J.",0.2945544554,0.4752475248,0.1806930693,355000,175000
"ST58","J.",0.1014851485,0.3415841584,0.2400990099,355000,185000
"ST59","J.",0.495049505,0.146039604,-0.349009901,355000,195000
"ST60","J.",0.5965346535,0.2326732673,-0.363861386,365000,105000
"ST61","J.",0.5272277228,0.3366336634,-0.190594059,365000,115000
"ST62","J.",0.0878712871,0.1113861386,0.0235148515,365000,125000
"ST63","J.",0.0693069307,0.2004950495,0.1311881188,365000,135000
"ST64","J.",0.3056930693,0.370049505,0.0643564356,365000,145000
"ST65","J.",0.2784653465,0.2487623762,-0.02970297,365000,155000
"ST66","J.",0.1683168317,0.3948019802,0.2264851485,365000,165000
"ST67","J.",0.2821782178,0.6089108911,0.3267326733,365000,175000
"ST68","J.",0.2908415842,0.3477722772,0.0569306931,365000,185000
"ST69","J.",0.2400990099,0.1027227723,-0.137376238,365000,195000
"ST70","J.",0.1398514851,0.452970297,0.3131188119,375000,105000
"ST71","J.",0.3056930693,0.1559405941,-0.149752475,375000,115000
"ST72","J.",0.3254950495,0.0569306931,-0.268564356,375000,125000
"ST73","J.",0.724009901,0.3997524752,-0.324257426,375000,135000
"ST74","J.",0.2648514851,0.4232673267,0.1584158416,375000,145000
"ST75","J.",0.1893564356,0.2004950495,0.0111386139,375000,155000
"ST76","J.",0.1806930693,0.3849009901,0.2042079208,375000,165000
"ST77","J.",0.1423267327,0.3267326733,0.1844059406,375000,175000
"ST78","J.",0.2103960396,0.2698019802,0.0594059406,375000,185000
"ST79","J.",0.5012376238,0.1992574257,-0.301980198,375000,195000
"ST80","J.",0.2128712871,0.25,0.0371287129,385000,105000
"ST81","J.",0.4888613861,0.4034653465,-0.08539604,385000,115000
"ST82","J.",0.4839108911,0.5433168317,0.0594059406,385000,125000
"ST83","J.",0.2945544554,0.202970297,-0.091584158,385000,135000
"ST84","J.",0.6707920792,0.2475247525,-0.423267327,385000,145000
"ST85","J.",0.150990099,0.2141089109,0.0631188119,385000,155000
"ST86","J.",0.0321782178,0.1571782178,0.125,385000,165000
"ST87","J.",0.4628712871,0.254950495,-0.207920792,385000,175000
"ST88","J.",0.1584158416,0.375,0.2165841584,385000,185000
"ST89","J.",0.245049505,0.3428217822,0.0977722772,385000,195000
"ST90","J.",0.2339108911,0.1881188119,-0.045792079,395000,105000
"ST91","J.",0.0680693069,0.1262376238,0.0581683168,395000,115000
"ST92","J.",0.6212871287,0.1856435644,-0.435643564,395000,125000
"ST93","J.",0.4306930693,0.1448019802,-0.285891089,395000,135000
"ST94","J.",0.0556930693,0.0878712871,0.0321782178,395000,145000
"ST95","J.",0.0915841584,0.1076732673,0.0160891089,395000,155000
"ST96","J.",0.5544554455,0.2190594059,-0.33539604,395000,165000
"ST97","J.",0.1819306931,0.0569306931,-0.125,395000,175000
"ST98","J.",0.3898514851,0.3242574257,-0.065594059,395000,185000
"ST99","J.",0.1992574257,0.396039604,0.1967821782,395000,195000
"SU00","J.",0.474009901,0.6633663366,0.1893564356,405000,105000
"SU01","J.",0.2388613861,0.2883663366,0.0495049505,405000,115000
"SU02","J.",0.198019802,0.1534653465,-0.044554455,405000,125000
"SU03","J.",0.525990099,0.3391089109,-0.186881188,405000,135000
"SU04","J.",0.0408415842,0.1027227723,0.0618811881,405000,145000
"SU05","J.",0.0915841584,0.1608910891,0.0693069307,405000,155000
"SU06","J.",0.1386138614,0.0420792079,-0.096534653,405000,165000
"SU07","J.",0.2252475248,0.2202970297,-0.004950495,405000,175000
"SU08","J.",0.797029703,0.4900990099,-0.306930693,405000,185000
"SU09","J.",0.3910891089,0.327970297,-0.063118812,405000,195000
"SU10","J.",0.6831683168,0.745049505,0.0618811881,415000,105000
"SU11","J.",0.5816831683,0.4814356436,-0.100247525,415000,115000
"SU12","J.",0.1868811881,0.1955445545,0.0086633663,415000,125000
"SU13","J.",0.2165841584,0.2042079208,-0.012376238,415000,135000
"SU14","J.",0.1051980198,0.2797029703,0.1745049505,415000,145000
"SU15","J.",0.2339108911,0.1868811881,-0.047029703,415000,155000
"SU16","J.",0.3737623762,0.3391089109,-0.034653465,415000,165000
"SU17","J.",0.2153465347,0.0680693069,-0.147277228,415000,175000
"SU18","J.",0.051980198,0.2351485149,0.1831683168,415000,185000
"SU19","J.",0.2054455446,0.2301980198,0.0247524752,415000,195000
"SU20","J.",0.6707920792,0.5037128713,-0.167079208,425000,105000
"SU21","J.",0.8032178218,0.3465346535,-0.456683168,425000,115000
"SU22","J.",0.8118811881,0.7524752475,-0.059405941,425000,125000
"SU23","J.",0.1002475248,0.4195544554,0.3193069307,425000,135000
"SU24","J.",0.5346534653,0.3205445545,-0.214108911,425000,145000
"SU25","J.",0.4059405941,0.3366336634,-0.069306931,425000,155000
"SU26","J.",0.6472772277,0.3391089109,-0.308168317,425000,165000
"SU27","J.",0.2537128713,0.2574257426,0.0037128713,425000,175000
"SU28","J.",0.1225247525,0.2141089109,0.0915841584,425000,185000
"SU29","J.",0.3725247525,0.3428217822,-0.02970297,425000,195000
"SU30","J.",0.4876237624,0.5160891089,0.0284653465,435000,105000
"SU31","J.",0.5532178218,0.2913602074,-0.261857614,435000,115000
"SU32","J.",0.2982673267,0.5482673267,0.25,435000,125000
"SU33","J.",0.3861386139,0.2689768977,-0.117161716,435000,135000
"SU34","J.",0.0742574257,0.2314356436,0.1571782178,435000,145000
"SU35","J.",0.349009901,0.4839108911,0.1349009901,435000,155000
"SU36","J.",0.4826732673,0.3675742574,-0.11509901,435000,165000
"SU37","J.",0.4938118812,0.4170792079,-0.076732673,435000,175000
"SU38","J.",0,0.1423267327,0.1423267327,435000,185000
"SU39","J.",0.1918316832,0.1819306931,-0.00990099,435000,195000
"SU40","J.",0.577970297,0.5594059406,-0.018564356,445000,105000
"SU41","J.",0.7611386139,0.603960396,-0.157178218,445000,115000
"SU42","J.",0.4121287129,0.4715346535,0.0594059406,445000,125000
"SU43","J.",0.5309405941,0.3094059406,-0.221534653,445000,135000
"SU44","J.",0.3638613861,0.452970297,0.0891089109,445000,145000
"SU45","J.",0.7487623762,0.4133663366,-0.33539604,445000,155000
"SU46","J.",1,0.4306930693,-0.569306931,445000,165000
"SU47","J.",0.9096534653,0.5024752475,-0.407178218,445000,175000
"SU48","J.",0.047029703,0.2896039604,0.2425742574,445000,185000
"SU49","J.",0.1349009901,0.1472772277,0.0123762376,445000,195000
"SU50","J.",0.8106435644,0.4504950495,-0.360148515,455000,105000
"SU51","J.",0.771039604,0.4987623762,-0.272277228,455000,115000
"SU52","J.",0.3118811881,0.3205445545,0.0086633663,455000,125000
"SU53","J.",0.5903465347,0.5086633663,-0.081683168,455000,135000
"SU54","J.",0.922029703,0.4443069307,-0.477722772,455000,145000
"SU55","J.",0.4517326733,0.5235148515,0.0717821782,455000,155000
"SU56","J.",0.228960396,0.7178217822,0.4888613861,455000,165000
"SU57","J.",0.625,0.5482673267,-0.076732673,455000,175000
"SU58","J.",0.1027227723,0.0903465347,-0.012376238,455000,185000
"SU59","J.",0.1336633663,0.1559405941,0.0222772277,455000,195000
"SU60","J.",0.0693069307,0.1398514851,0.0705445545,465000,105000
"SU61","J.",0.5952970297,0.2400990099,-0.35519802,465000,115000
"SU62","J.",0.4096534653,0.4232673267,0.0136138614,465000,125000
"SU63","J.",0.6757425743,0.6014851485,-0.074257426,465000,135000
"SU64","J.",0.6707920792,0.478960396,-0.191831683,465000,145000
"SU65","J.",0.6386138614,0.5376001886,-0.101013673,465000,155000
"SU66","J.",0.7809405941,0.4715346535,-0.309405941,465000,165000
"SU67","J.",0.4108910891,0.7190594059,0.3081683168,465000,175000
"SU68","J.",0.2141089109,0.4405940594,0.2264851485,465000,185000
"SU69","J.",0.146039604,0.1361386139,-0.00990099,465000,195000
"SU70","J.",0.3527227723,0.125,-0.227722772,475000,105000
"SU71","J.",0.4665841584,0.3601485149,-0.106435644,475000,115000
"SU72","J.",0.6547029703,0.422029703,-0.232673267,475000,125000
"SU73","J.",0.6621287129,0.7586633663,0.0965346535,475000,135000
"SU74","J.",0.853960396,0.7128712871,-0.141089109,475000,145000
"SU75","J.",1,0.6001178689,-0.399882131,475000,155000
"SU76","J.",0.6868811881,0.7017326733,0.0148514851,475000,165000
"SU77","J.",0.7537128713,0.6930693069,-0.060643564,475000,175000
"SU78","J.",0.3106435644,0.3440594059,0.0334158416,475000,185000
"SU79","J.",0.5099009901,0.5235148515,0.0136138614,475000,195000
"SU80","J.",0.1782178218,0.3155940594,0.1373762376,485000,105000
"SU81","J.",0.5408415842,0.3811881188,-0.159653465,485000,115000
"SU82","J.",0.797029703,0.620049505,-0.176980198,485000,125000
"SU83","J.",0.6225247525,0.8440594059,0.2215346535,485000,135000
"SU84","J.",0.8403465347,0.6992574257,-0.141089109,485000,145000
"SU85","J.",1,0.7363861386,-0.263613861,485000,155000
"SU86","J.",0.8873762376,0.7896039604,-0.097772277,485000,165000
"SU87","J.",0.2611386139,0.8316831683,0.5705445545,485000,175000
"SU88","J.",0.3935643564,0.5358910891,0.1423267327,485000,185000
"SU89","J.",0.379950495,0.4764851485,0.0965346535,485000,195000
"SU90","J.",0.2314356436,0.4183168317,0.1868811881,495000,105000
"SU91","J.",0.4752475248,0.5581683168,0.0829207921,495000,115000
"SU92","J.",0.4393564356,0.4294554455,-0.00990099,495000,125000
"SU93","J.",0.7376237624,0.7103960396,-0.027227723,495000,135000
"SU94","J.",0.7871287129,0.8118811881,0.0247524752,495000,145000
"SU95","J.",0.5754950495,0.8910891089,0.3155940594,495000,155000
"SU96","J.",0.9368811881,0.8366336634,-0.100247525,495000,165000
"SU97","J.",0.775990099,0.547029703,-0.228960396,495000,175000
"SU98","J.",0.3650990099,0.5581683168,0.1930693069,495000,185000
"SU99","J.",0.5185643564,0.7574257426,0.2388613861,495000,195000
"SW32","J.",0.1287128713,0,-0.045792079,135000,25000
"SW42","J.",0.3366336634,0.400990099,0.0643564356,145000,25000
"SW43","J.",0,0.0866336634,0.0866336634,145000,35000
"SW53","J.",0,0.2722772277,0.2722772277,155000,35000
"SW62","J.",0.120049505,0.2438118812,0.1237623762,165000,25000
"SW63","J.",0.1324257426,0.5594059406,0.426980198,165000,35000
"SW64","J.",0.2685643564,0.4504950495,0.1819306931,165000,45000
"SW71","J.",0,0.1014851485,0.1014851485,175000,15000
"SW72","J.",0.1113861386,0.4158415842,0.3044554455,175000,25000
"SW73","J.",0.3069306931,0.7648514851,0.4579207921,175000,35000
"SW74","J.",0.1856435644,0.6051980198,0.4195544554,175000,45000
"SW75","J.",0.1386138614,0.4554455446,0.3168316832,175000,55000
"SW83","J.",0.6534653465,0.3168316832,-0.336633663,185000,35000
"SW84","J.",0.2995049505,0.4975247525,0.198019802,185000,45000
"SW85","J.",0.2165841584,0.4195544554,0.202970297,185000,55000
"SW86","J.",0.0792079208,0.4071782178,0.327970297,185000,65000
"SW87","J.",0,0.2814710042,0.2814710042,185000,75000
"SW94","J.",0.1051980198,0.129950495,0.0247524752,195000,45000
"SW95","J.",0,0.3948019802,0.3948019802,195000,55000
"SW96","J.",0.2141089109,0.6472772277,0.4331683168,195000,65000
"SW97","J.",0.2400990099,0.2623762376,0.0222772277,195000,75000
"SW98","J.",0,0.495049505,0.495049505,195000,85000
"SX04","J.",0.3151815182,0.3250825083,0.0099009901,205000,45000
"SX05","J.",0.2537128713,0.8155940594,0.5618811881,205000,55000
"SX06","J.",0.7673267327,0.7103960396,-0.056930693,205000,65000
"SX07","J.",0.0878712871,0.370049505,0.2821782178,205000,75000
"SX08","J.",0.1262376238,0.120049505,-0.006188119,205000,85000
"SX15","J.",0.1522277228,0.353960396,0.2017326733,215000,55000
