sp_rich,win_var_500,win_var_1000,win_var_2000,elev_var,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
2,0.15374281006855603,0.01807857818040358,0.0015368617792831866,10421.702159599658,36.94471540112927,54.17384534078594,28.327486583243022,4729.480677349911,140.2344576357725,-47.863899007813856,188.09835664358633,19.259989430217185,46.00266384805792,100.48379167375802,-17.959591803342292,1269.5575174744777,171.43272808486864,62.380107334055836,27.78841031061427,426.8776687238924,214.48534883568146,296.0865945652202,329.094586109394
6,0.3825317101875026,0.05279575761563052,0.005393068456284186,37137.382164210205,19.148546942463337,56.97460039902382,26.630312611076924,5420.313537431364,137.57671644298614,-73.41626697086197,210.99298341384812,27.26033701878852,34.4295333915738,92.64857804401123,-42.80268494692323,966.0356456765402,124.62060488329435,49.014799009241514,24.96545788896632,315.6106763491734,165.12290256470337,216.81259103680122,252.21658046051166
8,0.29036981505828735,0.05438907922578835,0.00799526625029726,64176.615167643715,6.199519057061236,59.40226102614274,24.40909776345587,6250.857361301571,142.04054660837562,-96.61159356207592,238.65214017045153,40.27221447987547,15.97144806202559,92.66073712624423,-66.29622543709405,739.8549246818562,90.29509006766366,36.870009375114684,24.654508415803733,237.07188298956368,123.37788030843363,184.26704138527415,197.80540162168205
8,0.6491517703779035,0.11463909552136577,0.014653940377033626,93518.44930946475,-24.3705916017688,68.93431934110463,23.112558480932442,7644.971628709674,134.2710309254116,-157.03910184509104,291.31013277050266,72.32780725377015,-49.543058286708245,80.09274855958397,-116.0456275818969,607.0881646847889,76.17550354888132,31.780883450082218,25.481622506487064,196.0554387015604,102.78251521520892,192.1001297741496,151.02826230049553
4,0.056470631951372925,0.009912885297112562,0.001360883050004645,24485.45040068422,-35.72916585415955,78.34386495932623,22.966564069236014,8897.89191409888,142.05602576236663,-196.7712415948134,338.82726735718006,84.13368402160788,-95.26313909172885,84.13368402160788,-145.10250708684524,522.6940749504248,76.6248724894144,27.16966653388799,31.027556891021614,187.66037773388535,86.7973465949057,187.66037773388535,115.64608089008723
1,0.010889833357488046,0.0018350426558402244,2.4396900046592173e-4,3908.2365761493797,-31.149882182166134,85.72854355030329,22.33468628371849,9796.494630302352,160.37865728299855,-212.88920855471457,373.2678658377131,99.61141144316365,-102.74554051900805,99.61141144316365,-153.35458484741727,505.25062067926524,70.9377720410686,28.005293365357915,30.00474569765305,180.46224629852387,87.09948947675295,180.46224629852387,98.45241913201492
1,0.006816752581430149,0.0011783122005902616,1.6137748671129075e-4,2052.9244025933453,-32.046588729348144,90.28654585430766,22.978390810346426,10116.264008209857,165.5831607553207,-222.43256801885443,388.01572877417516,101.65142129110608,-105.77876736783027,101.86201012862529,-159.83567001073666,506.2152293773645,70.99690102802535,27.481094362133593,31.50606613343742,183.1616289757684,84.74239706707108,183.14758971993376,95.3608823378595
3,0.01863657596951013,0.003062883691876061,3.9061768934283835e-4,4430.70654855471,-27.187625249438707,93.62606109749885,23,10281.784269202051,174.52944323052537,-221.941122653954,396.47056588447947,108.01638358593755,-102.1672188691372,108.17974880298698,-158.21717397925926,445.4879886786773,69.9137574775018,19.76215969190393,43.071020931349054,181.60509408532658,62.730642105480555,181.58907788757665,71.13302116706035
6,0.027625340545572717,0.0042202289822497446,4.940506338186776e-4,5203.432276477923,-19.49216250209176,89.270054659551107,23.166861922374675,9808.100634204351,173.752751215459,-202.43343517043104,376.1861863858901,109.27692538016358,-94.80830520540297,109.50860833707779,-144.82582999720077,436.3046587049523,68.96572723546987,18.79440711919773,43.99852151532973,180.2541440984646,60.95749765079142,180.23632233254813,67.87080805810241
7,0.04451972999096674,0.006834285421485894,8.09296321784532e-4,9944.540734598293,-12.036504937810577,81.60925097945722,23.126087610889808,8976.195123448266,166.3654351897311,-177.3954806564501,343.7609158461812,104.61886456748508,-84.13495954204464,106.72448880330043,-125.60991869157571,459.9949672042995,69.18679155659854,21.361335531385706,41.16174731779169,184.69693571963663,65.91644252023144,184.50661095883564,76.45000121644507
4,0.35672566644942494,0.044527758806983196,0.004246745726043712,18877.062940986958,39.45322693444287,52.24002901787922,27.999999999999996,4707.815084078712,140.71992584319756,-42.94682142868917,183.6667472718867,49.34654737094098,49.73322048602525,102.53323660706927,-14.786802083436358,1248.213842758324,170.65337202383895,62.82668601191947,28.253323660706922,427.57336235121255,207.2001450893961,299.1332688491573,302.6802837303746
8,0.4817100306485127,0.06837025085734,0.007229233243557189,41262.15124844381,27.36473312600519,56.06728795671917,28.020887353188474,4987.368116683213,135.29351171881007,-60.943186559816425,196.23669827862648,5.581717529132085,39.23637098092026,94.06220114783437,-30.275140252978307,1340.0100027004155,176.917168019751,67.28628021821861,26.39968936214199,444.8000018071425,230.3785188921264,284.9385546670808,347.68069510131056
9,0.46834954445485266,0.07664714654206456,0.009692806587391314,68296.02053356728,18.004338698206066,60.312669064870164,26.51868538070476,5727.077058786338,141.98913161877297,-81.03258149508837,223.02171311386135,44.59659839917931,18.67427566320462,95.3984701651824,-48.65753695262786,956.2370271596152,121.47739128407481,49.596202025604015,24.574696416960837,311.3900404022441,165.24682632185818,226.40784405001483,248.55451200351536
6,0.5706144858205817,0.10430164276138482,0.013462923714796182,105051.30111976141,-12.634930732358047,64.49851372562485,24.383089390337418,6786.934771908837,132.11903980060558,-128.2802874241608,260.39932722476635,64.64368102728292,-32.05426076293813,80.13775570487824,-92.97806080143795,655.0876842240094,78.197919535098,33.695629834813204,25.697805670349666,218.04705609575348,110.58576478593045,198.62505854248838,156.05155126745427
3,0.20328725605165485,0.03791673661076503,0.005603348707363498,44434.52003708914,-22.033410248051627,71.77443483089179,23.0705386796541,7939.855871292194,141.65095164968392,-161.4310545035457,303.0820061532297,81.5212239053355,-65.75690774562528,85.83030142282034,-118.48332675457537,548.8677976014192,75.92357280291797,27.81197759161553,30.441974561977574,193.62051520835905,90.17064203691113,192.0948378929766,123.26582093503798
3,0.022546616271496102,0.003832978646484976,5.39602803572586e-4,10430.408616482282,-28.31135374153524,79.77715086680445,22.962290900483186,9072.655427937876,152.22735579884278,-192.97324413122743,345.2005999300702,93.55967677899466,-95.35311299472995,93.55967677899466,-140.4481034881375,488.029698774915,75.71248850206125,23.58980691743144,35.74495870622787,186.79054298245558,75.91868260359368,186.79054298245558,99.89441481143038
3,0.008785034872379116,0.0014807558709902494,2.0532766734720055e-4,4305.675018518171,-26.364456570405643,86.32878595609135,22.044213541578692,9958.16935869984,167.66435778112603,-210.6911830538796,378.3555408350056,106.45079382872696,-105.56062938488272,106.45079382872696,-150.8409059814481,472.40241853641936,69.21989175984194,23.87659646586829,35.259573381633835,179.44275386176005,75.72807827495315,179.44275386176005,83.56309407591935
6,0.013278376450926579,0.002271376417048038,3.085618156689193e-4,3608.3603067659483,-25.620932746134013,89.58430069770026,22.570862708227875,10170.363364636709,172.56358792151468,-215.93828898657134,388.50187690808605,98.47706097814168,-100.22468902544331,109.1151014541815,-154.12180533772352,491.5175137849481,67.67853189280322,26.129779287580643,32.311263886391636,179.8643175334125,80.73248936616396,179.05262101897486,90.06386879810864
9,0.004378712472958267,7.489168879240223e-4,1.0550992287378696e-4,2077.1598461312,-23.599748264821574,92.4359687846806,23,10295.270192419872,178.0208284892021,-217.0367109033056,395.05753939250775,105.93321021439274,-99.17307583361547,112.38019208602421,-154.87196411261974,469.5070320768269,68.00097600042416,22.696307546487102,37.77046671084042,181.99579544915633,70.46507384798207,181.38188764559965,80.0523189055494
4,0.002810312204819901,4.56921113689745e-4,5.806205712330404e-5,657.3925505640452,-19.417083158869517,91.39980745548453,23,10076.95554997672,179.70718275922894,-207.56693944862047,387.2741222078495,113.3541865754691,-95.22976264903566,113.3541865754691,-148.20507770572118,466.6977333810961,68.57483199623374,21.792762017527775,39.26141613553879,184.2026948222305,68.84060723545272,184.2026948222305,77.68447732824167
7,0.014261404684076833,0.0022722085592855367,2.792618323190433e-4,2906.833372794647,-15.284617270754937,85.5105461297897,23,9540.61940872138,173.78825518636094,-189.99084719076097,363.77910237712194,110.65181225877936,-90.03005557881923,110.65181225877936,-136.78719685413725,475.50216104233607,69.70740114389552,22.316603547943963,39.80107832855281,188.4106776198353,69.72463710444447,188.4106776198353,79.14247864598765
5,0.013495718414952182,0.002190510701355659,2.781446920513469e-4,2739.1040068673947,-9.977655667837414,79.08926307481967,23,8824.941132414824,167.2734425874332,-169.63759536088466,336.9110379483179,107.63047457008349,-80.18386012697927,107.63047457008349,-120.80018178407808,507.6436246476517,71.48784621648458,24.57264440433288,37.00415220490173,195.8843489186918,75.06499326363193,195.8843489186918,90.93610988881281
3,0.022981178959772603,0.003746454028836189,4.81406760900945e-4,7127.857840153388,-6.76538605198431,75.01885146727301,22.096527644685565,8639.051845037955,167.50749469806846,-161.16777781982807,328.6752725178964,108.43461244162881,-75.13716769599792,108.77095310835765,-114.76386622372446,522.0775622321947,70.21126134067352,24.807337451696228,34.791750903920786,194.94814044639958,77.14771622718364,194.92123319306125,98.1102933058522
5,0.5016825927612005,0.06594221590649765,0.006501448216062994,36315.26783046034,39.02005432648597,52.74421329311336,28,4791.556135213574,141.59478771736232,-44.43606517666419,186.03085289402654,48.23956875345365,50.437049787908194,103.02169883698521,-15.970724543009757,1255.5577179087363,171.4017053765369,62.959548274133894,28.531580958454366,431.7321129543555,206.75129797744341,271.87207409693883,300.9877783621144
8,0.4298866830062984,0.05755287460448025,0.005770150387434504,44167.502694019735,32.189888685145746,58.11304028302523,27.87812438317888,5265.036803072918,144.82359018548559,-60.94612261891333,205.7697128043989,12.784074442213027,47.758683941172016,102.3105892705037,-28.964390983650365,1276.5561147138603,170.15288547550935,62.69719042842716,27.184189322245686,425.60019646807797,214.8299123898407,257.3194106623823,343.13250665454984
8,0.5929754959094704,0.10215282296744493,0.012897014050927299,125219.54172748429,7.573811122303123,63.71668223268907,26.30485334646698,6126.468349095651,138.57607957772962,-99.64320692728684,238.2192865050164,41.94760738236756,7.839769219460442,89.98712314254405,-65.1792024031252,966.9542596962366,117.27233544105928,51.39845154210964,23.058343497803676,308.92247686408575,169.69673505864165,242.80635293299844,247.62641960312865
4,0.460815405501179,0.08172414875925305,0.010770689873609957,112383.94602218682,-27.77895307156996,69.21157976324793,24.1639585108245,7269.933069380166,125.20390563300148,-154.78855748800632,279.9924631210078,61.144285821590465,-68.22497548258983,70.6521780453171,-115.46408965576315,653.2975905224041,86.1319351487453,33.70751846793166,29.132778480155967,231.03954328443433,110.50980394948915,222.09471526937807,142.92206811053467
2,0.11830195891607373,0.02319937520323753,0.0035832407296738414,62041.10203731798,-19.550498108503824,75.45487609900105,23.15515078075235,8310.198724490692,149.8032694619262,-167.99313333882998,317.7964028007562,90.02118995559745,-80.8150909852769,92.44098287646948,-121.94321042125885,495.4394379625414,76.05311600912708,24.21580140790853,37.39609088829611,191.77835464894144,76.83537017072277,191.28242226292514,98.20021149391235
5,0.022099476038630876,0.0038397391242281868,5.27770321883062e-4,9705.971644943793,-21.57633432805985,81.6735464494173,22.938619363611142,9251.157772019138,161.83898044712143,-190.63769109194698,352.47667153906843,102.11021000043769,-89.41607740775945,102.11021000043769,-136.800097859282,480.4205312962758,75.6527925855317,22.836930116086744,38.397296515183115,190.92459447522435,73.21626170000053,190.92459447522435,89.9018499885135
6,0.007749701194380566,0.0012193066747763508,1.566537107058674e-4,2883.3499440280834,-20.978299935283538,86.49167346914292,21.999999999999996,9988.079464934455,173.34835849638176,-205.71693813522347,379.0652966316053,110.10911727044319,-101.368993517373,112.09554904226462,-146.11857755663073,460.41915648173017,67.17992223441759,22.31095991520547,36.89334268131374,178.20126257783875,71.61429219861064,178.00873011791026,78.83681189333453
7,0.014951274869701051,0.002469404657462009,3.2023137942462646e-4,2813.5641814561395,-18.424174629690295,88.64301226243818,22.129435041639404,10160.481948855571,179.25656983843575,-207.43508258056585,386.6916524190017,101.1215309729607,-93.53426222914095,116.5491147152929,-146.573439371095,479.58787266097846,64.400838674509,24.977851365008522,32.722323728616345,176.85131426204765,77.58355284636455,174.074016905383,86.62959665937701
7,0.011749354393424252,0.001982162534887,2.464227946658782e-4,2512.302735266238,-15.094560925198131,90.63080285945651,22.924117724042222,10200.84877292029,184.08061108306478,-205.57110063396135,389.6517117170262,103.20246826133554,-91.06614956475677,119.5017367740216,-145.07799540516237,478.42640786304366,64.08978041908065,24.393531272030124,34.16215556386934,178.79825174863305,74.6496566164852,175.380239230757,85.721418452993
9,0.005539833714219596,9.487684130442336e-4,1.2516841251466383e-4,2108.7050534123987,-16.566079909377127,91.90996917286716,23,10120.047067612808,184.05176206219122,-205.02365544870855,389.0754175108998,113.88585136589934,-92.27883754802863,117.062101310883,-145.44036851951842,498.44494461483316,67.47888272921608,25.220112695722456,34.75585621225132,186.64668352646407,77.2912005112893,186.34154239135444,89.2858920269151
7,0.006526646467237784,0.0010501559421977893,1.3156537265611565e-4,1778.4001825731252,-12.57757233970575,88.33776596715867,23,9788.379538939655,182.70238510183114,-192.20031348793202,374.9026985897632,117.01429429220373,-87.36008891785346,117.01429429220373,-137.09381675843517,496.33766219186555,68.75094570632369,24.608012947718226,36.09047770670947,189.32595233459915,75.93625013574284,189.32595233459915,86.8497167464175
8,0.011882755813456297,0.00194650865592129,2.4957632857974446e-4,2946.4614528032007,-9.247803378722743,82.5472673001649,23,9234.187860431066,176.02160124571367,-176.1074714230993,352.12907266881297,113.78649566355924,-81.45605924637316,113.78649566355924,-125.62325840952327,516.279915706256,71.15995578071292,25.8996539104725,35.574370029243326,196.4048759752162,78.24764584563434,196.4048759752162,92.04742854382474
4,0.020738778707844133,0.0034206710622952,4.3765223777280184e-4,3867.5335668489697,-11.556241031310256,78.55481401171832,22.31728137471931,9008.267983697224,170.29138220816907,-172.56736588827195,342.85874809644105,108.69814151314579,-82.34558905238217,108.69814151314579,-124.72562736082884,547.9419272519896,73.22766543407357,27.39104585676944,33.76418030256897,204.20789669025854,83.91298547143656,204.20789669025854,100.78786818435721
3,0.7622989938858603,0.0851006459442636,0.007178236211767445,36062.646333801036,41.89335373915574,51,28,4552.056207857381,142.52230655048626,-36.51096707228418,179.03327362277045,50.81016366227241,50.48738282725428,103.0398029005714,-9.85707603019422,1586.8029195458078,204.10619739491267,80.23618270312137,26.37937656072321,530.0591174784684,266.77160026308144,378.1366465860042,388.32383645374773
2,0.14775101451722197,0.0150738509475631,0.0013167254218592545,15359.590617483582,39.347601581734004,52.69826924180419,28,4797.446684625047,142,-44.01835635284892,186.0183563528489,48.33231130722127,50.88175253595699,103.38939767321335,-15.663613960719879,1267.2648977009935,172.70742735964456,63.44341796086925,28.610602326786648,436.275184824061,208.0325978564708,265.37305862780977,302.8735629546711
8,0.5755846020086557,0.09101830930683064,0.010790955057393711,70452.79491111905,26.422918165539393,60.12589757445748,27.258064030160085,5595.147726718771,145.07457708945734,-71.88543392396095,216.96001101341827,22.55852132986847,45.62166230311311,101.06618834472576,-39.33266438539043,1193.6891056156721,155.6933949712875,59.179780758923684,25.970798555046137,391.7943387904956,200.23008772502007,253.1439164928658,322.65688214287655
4,0.3361119968859338,0.059966426908393676,0.007878579157601479,59226.60555250064,-5.482042051872187,66.80026057597529,25.838442974938165,6552.52447368642,133.11376929481222,-121.5182916504867,254.63206094529895,42.55276478565367,-11.57848809965611,82.50181931476257,-84.34581686147229,976.4054077932282,110.89488582105331,53.63016047325269,20.84138681482672,300.78009173536753,177.10497821749166,260.23905636281427,246.31777240090554
2,0.0594215857849847,0.011555926997549804,0.0018077029371763734,21899.267936621945,-21.61874389256546,79.56186629546859,23.1189693557046,8743.182054764808,154.58492083090667,-180.51046918062008,335.0953900115268,95.27900353732572,-84.81732926769737,95.27900353732572,-130.6851482949574,486.1046648855106,79.26197008756634,22.67502004171703,42.50589910352734,199.47457532223956,71.37037817361555,199.47457532223956,88.14387929973259
5,0.014294981169843872,0.002443583355318271,3.2769586995352477e-4,6764.971713540052,-16.193707717229067,83.86248633059742,23,9460.558355985897,170.51155079537307,-190.443291185955,360.95484198132806,109.7442226934327,-84.86785398759946,109.7442226934327,-134.85131598782348,481.28093299060515,75.47165588646553,22.6577902727644,40.069155965395794,195.0480193001045,72.69062115648089,195.0480193001045,84.2651127261817
7,0.0071093253729620975,0.0011372567669561246,1.4215584233173963e-4,3538.314056446031,-14.711539666194998,86.50180310931799,22.314919294904776,9918.104373466718,178.56674153215945,-198.49441333165686,377.0611548638163,109.2842853514094,-89.69917321990852,117.033694379813,-139.4664930373608,463.77598531268643,65.72511006817567,22.996113386259935,35.60161104579482,177.43496152331562,72.44666581096035,175.81435397430647,81.81068032231447
8,0.005793273108213139,9.403827268747572e-4,1.1923623437565553e-4,2760.2004548465143,-11.875665828446465,87.43091226063946,22.065150830646765,10071.305443796919,183.95339643928156,-198.55624305305577,382.5096394923373,104.92858743527157,-87.29449209130928,121.92344360913769,-139.1226970546787,478.1436057033207,63.44990482003625,25.25101841299668,31.710956948646263,175.10569886230633,77.93771923631171,169.5309316325803,87.9990969042986
10,0.00709126825150717,0.0012253379400755905,1.6517957093084817e-4,1604.3647786720196,-10.156553586036479,88.47006828935807,22.74852221985578,10070.784136959343,186.3174512261548,-196.54388703721708,382.86133826337186,106.19998566478004,-86.27848475306047,123.3520428226045,-138.06322478284446,494.8287308707344,64.50255432731728,26.12866168968051,31.37160567095318,179.48591324941333,80.06387173159744,173.42605235567885,92.8365849540933
9,0.004683862941285859,7.107330201336961e-4,8.57329184886124e-5,876.2534557715339,-9.63101705052601,90.64163264529543,23.000878685308457,10010.01792387561,187.72342953186472,-194.8095791320451,382.53300866390975,107.05139979825805,-85.6278269462153,122.56806563329498,-137.07889012115928,512.478145534799,66.07691606559996,26.59021179984006,31.783723930540884,185.77305060389645,81.96969569212408,182.91713339210912,95.97276726708367
